Date,Price,Open,High,Low,Change
1988-02-09,1.2187,1.2187,1.2188,1.2097,0.32
1988-02-10,1.2187,1.2187,1.2239,1.2162,0
1988-02-11,1.2198,1.2198,1.2239,1.2183,0.09
1988-02-12,1.2062,1.2062,1.2192,1.196,-1.11
1988-02-13,1.2062,1.2062,1.2192,1.196,-1.11
1988-02-14,1.2062,1.2062,1.2192,1.196,-1.11
1988-02-15,1.2084,1.2084,1.2096,1.2037,0.18
1988-02-16,1.2076,1.2076,1.213,1.2026,-0.07
1988-02-17,1.2131,1.2131,1.2149,1.206,0.46
1988-02-18,1.206,1.206,1.2138,1.2048,-0.59
1988-02-19,1.2087,1.2087,1.2129,1.2044,0.22
1988-02-20,1.2087,1.2087,1.2129,1.2044,0.22
1988-02-21,1.2087,1.2087,1.2129,1.2044,0.22
1988-02-22,1.2162,1.2162,1.2192,1.2102,0.62
1988-02-23,1.2194,1.2194,1.2226,1.2168,0.26
1988-02-24,1.2183,1.2183,1.2219,1.2175,-0.09
1988-02-25,1.2204,1.2204,1.2215,1.2143,0.17
1988-02-26,1.2239,1.2239,1.2263,1.2199,0.29
1988-02-27,1.2239,1.2239,1.2263,1.2199,0.29
1988-02-28,1.2239,1.2239,1.2263,1.2199,0.29
1988-02-29,1.2228,1.2228,1.2263,1.2216,-0.09
1988-03-01,1.2245,1.2245,1.2263,1.2203,0.14
1988-03-02,1.2172,1.2172,1.225,1.2169,-0.6
1988-03-03,1.2192,1.2192,1.2209,1.2173,0.16
1988-03-04,1.2231,1.2231,1.2239,1.2172,0.32
1988-03-05,1.2231,1.2231,1.2239,1.2172,0.32
1988-03-06,1.2231,1.2231,1.2239,1.2172,0.32
1988-03-07,1.2351,1.2351,1.2369,1.2209,0.98
1988-03-08,1.2428,1.2428,1.2444,1.2322,0.62
1988-03-09,1.2402,1.2402,1.2447,1.2382,-0.21
1988-03-10,1.2427,1.2427,1.2434,1.2375,0.2
1988-03-11,1.2474,1.2474,1.2474,1.2409,0.38
1988-03-12,1.2474,1.2474,1.2474,1.2409,0.38
1988-03-13,1.2474,1.2474,1.2474,1.2409,0.38
1988-03-14,1.2434,1.2434,1.2499,1.2428,-0.32
1988-03-15,1.2388,1.2388,1.2454,1.2388,-0.37
1988-03-16,1.2356,1.2356,1.2426,1.2352,-0.26
1988-03-17,1.225,1.225,1.2394,1.2234,-0.86
1988-03-18,1.2231,1.2231,1.2283,1.2194,-0.16
1988-03-19,1.2231,1.2231,1.2283,1.2194,-0.16
1988-03-20,1.2231,1.2231,1.2283,1.2194,-0.16
1988-03-21,1.2263,1.2263,1.2279,1.2232,0.26
1988-03-22,1.225,1.225,1.2301,1.2219,-0.11
1988-03-23,1.2256,1.2256,1.2267,1.2225,0.05
1988-03-24,1.2349,1.2349,1.236,1.2279,0.76
1988-03-25,1.2382,1.2382,1.2384,1.2293,0.27
1988-03-26,1.2382,1.2382,1.2384,1.2293,0.27
1988-03-27,1.2382,1.2382,1.2384,1.2293,0.27
1988-03-28,1.2515,1.2515,1.2529,1.2385,1.07
1988-03-29,1.2438,1.2438,1.2497,1.2426,-0.62
1988-03-30,1.2474,1.2474,1.2504,1.2396,0.29
1988-03-31,1.2515,1.2515,1.254,1.2452,0.33
1988-04-01,1.2529,1.2529,1.254,1.2499,0.11
1988-04-02,1.2529,1.2529,1.254,1.2499,0.11
1988-04-03,1.2529,1.2529,1.254,1.2499,0.11
1988-04-04,1.2551,1.2551,1.2586,1.2522,0.18
1988-04-05,1.2428,1.2428,1.2521,1.242,-0.98
1988-04-06,1.2372,1.2372,1.2461,1.2339,-0.45
1988-04-07,1.2384,1.2384,1.2402,1.2338,0.1
1988-04-08,1.2392,1.2392,1.2437,1.2373,0.06
1988-04-09,1.2392,1.2392,1.2437,1.2373,0.06
1988-04-10,1.2392,1.2392,1.2437,1.2373,0.06
1988-04-11,1.2331,1.2331,1.2396,1.2284,-0.49
1988-04-12,1.2281,1.2281,1.233,1.2272,-0.41
1988-04-13,1.2245,1.2245,1.231,1.223,-0.29
1988-04-14,1.2475,1.2475,1.2505,1.2219,1.88
1988-04-15,1.2485,1.2485,1.2509,1.244,0.08
1988-04-16,1.2485,1.2485,1.2509,1.244,0.08
1988-04-17,1.2485,1.2485,1.2509,1.244,0.08
1988-04-18,1.2503,1.2503,1.2536,1.2458,0.14
1988-04-19,1.248,1.248,1.25,1.2451,-0.18
1988-04-20,1.2454,1.2454,1.2501,1.245,-0.21
1988-04-21,1.2441,1.2441,1.2491,1.2428,-0.1
1988-04-22,1.2399,1.2399,1.2464,1.2394,-0.34
1988-04-23,1.2399,1.2399,1.2464,1.2394,-0.34
1988-04-24,1.2399,1.2399,1.2464,1.2394,-0.34
1988-04-25,1.2386,1.2386,1.2416,1.2364,-0.1
1988-04-26,1.2379,1.2379,1.2428,1.2372,-0.06
1988-04-27,1.2393,1.2393,1.2403,1.2352,0.11
1988-04-28,1.2417,1.2417,1.2438,1.239,0.19
1988-04-29,1.2368,1.2368,1.2446,1.2361,-0.39
1988-04-30,1.2368,1.2368,1.2446,1.2361,-0.39
1988-05-01,1.2368,1.2368,1.2446,1.2361,-0.39
1988-05-02,1.2367,1.2367,1.2369,1.2315,-0.01
1988-05-03,1.235,1.235,1.2379,1.2338,-0.14
1988-05-04,1.2353,1.2353,1.2369,1.2321,0.02
1988-05-05,1.2297,1.2297,1.2372,1.2297,-0.45
1988-05-06,1.2339,1.2339,1.2351,1.2304,0.34
1988-05-07,1.2339,1.2339,1.2351,1.2304,0.34
1988-05-08,1.2339,1.2339,1.2351,1.2304,0.34
1988-05-09,1.2352,1.2352,1.2364,1.2316,0.11
1988-05-10,1.2377,1.2377,1.239,1.235,0.2
1988-05-11,1.2349,1.2349,1.2401,1.2339,-0.23
1988-05-12,1.2297,1.2297,1.2372,1.2297,-0.42
1988-05-13,1.2351,1.2351,1.2381,1.2344,0.44
1988-05-14,1.2351,1.2351,1.2381,1.2344,0.44
1988-05-15,1.2351,1.2351,1.2381,1.2344,0.44
1988-05-16,1.2312,1.2312,1.2346,1.2308,-0.32
1988-05-17,1.2187,1.2187,1.2359,1.2146,-1.02
1988-05-18,1.2228,1.2228,1.2301,1.2181,0.34
1988-05-19,1.2226,1.2226,1.2256,1.222,-0.02
1988-05-20,1.2226,1.2226,1.2241,1.2196,0
1988-05-21,1.2226,1.2226,1.2241,1.2196,0
1988-05-22,1.2226,1.2226,1.2241,1.2196,0
1988-05-23,1.2239,1.2239,1.225,1.2213,0.11
1988-05-24,1.2234,1.2234,1.2258,1.1996,-0.04
1988-05-25,1.2207,1.2207,1.226,1.2196,-0.22
1988-05-26,1.2196,1.2196,1.2215,1.2177,-0.09
1988-05-27,1.2144,1.2144,1.2205,1.2121,-0.43
1988-05-28,1.2144,1.2144,1.2205,1.2121,-0.43
1988-05-29,1.2144,1.2144,1.2205,1.2121,-0.43
1988-05-30,1.2093,1.2093,1.2138,1.2061,-0.42
1988-05-31,1.202,1.202,1.2106,1.2018,-0.6
1988-06-01,1.2032,1.2032,1.209,1.2013,0.1
1988-06-02,1.2037,1.2037,1.205,1.1964,0.04
1988-06-03,1.2005,1.2005,1.2047,1.2,-0.27
1988-06-04,1.2005,1.2005,1.2047,1.2,-0.27
1988-06-05,1.2005,1.2005,1.2047,1.2,-0.27
1988-06-06,1.2093,1.2093,1.2095,1.2011,0.73
1988-06-07,1.2121,1.2121,1.2127,1.2084,0.23
1988-06-08,1.2026,1.2026,1.2127,1.2024,-0.78
1988-06-09,1.2103,1.2103,1.2118,1.2033,0.64
1988-06-10,1.2065,1.2065,1.2112,1.2056,-0.31
1988-06-11,1.2065,1.2065,1.2112,1.2056,-0.31
1988-06-12,1.2065,1.2065,1.2112,1.2056,-0.31
1988-06-13,1.2056,1.2056,1.2065,1.203,-0.07
1988-06-14,1.1882,1.1882,1.2056,1.1869,-1.44
1988-06-15,1.185,1.185,1.1899,1.1831,-0.27
1988-06-16,1.1871,1.1871,1.1906,1.1837,0.18
1988-06-17,1.1869,1.1869,1.1882,1.1831,-0.02
1988-06-18,1.1869,1.1869,1.1882,1.1831,-0.02
1988-06-19,1.1869,1.1869,1.1882,1.1831,-0.02
1988-06-20,1.1805,1.1805,1.1863,1.1798,-0.54
1988-06-21,1.1839,1.1839,1.1848,1.1802,0.29
1988-06-22,1.1663,1.1663,1.1831,1.1661,-1.49
1988-06-23,1.1643,1.1643,1.1712,1.1588,-0.17
1988-06-24,1.1444,1.1444,1.1624,1.1427,-1.71
1988-06-25,1.1444,1.1444,1.1624,1.1427,-1.71
1988-06-26,1.1444,1.1444,1.1624,1.1427,-1.71
1988-06-27,1.1381,1.1381,1.1427,1.1349,-0.55
1988-06-28,1.136,1.136,1.1549,1.1356,-0.18
1988-06-29,1.1403,1.1403,1.1427,1.1336,0.38
1988-06-30,1.1429,1.1429,1.1472,1.1356,0.23
1988-07-01,1.1381,1.1381,1.1411,1.1353,-0.42
1988-07-02,1.1381,1.1381,1.1411,1.1353,-0.42
1988-07-03,1.1381,1.1381,1.1411,1.1353,-0.42
1988-07-04,1.133,1.133,1.1375,1.133,-0.45
1988-07-05,1.1411,1.1411,1.1424,1.133,0.71
1988-07-06,1.1427,1.1427,1.145,1.1384,0.14
1988-07-07,1.1392,1.1392,1.1459,1.1386,-0.31
1988-07-08,1.1315,1.1315,1.1416,1.1315,-0.68
1988-07-09,1.1315,1.1315,1.1416,1.1315,-0.68
1988-07-10,1.1315,1.1315,1.1416,1.1315,-0.68
1988-07-11,1.128,1.128,1.1304,1.124,-0.31
1988-07-12,1.131,1.131,1.1315,1.1261,0.27
1988-07-13,1.1261,1.1261,1.1304,1.1227,-0.43
1988-07-14,1.1192,1.1192,1.1261,1.1192,-0.61
1988-07-15,1.1038,1.1038,1.1223,1.1035,-1.38
1988-07-16,1.1038,1.1038,1.1223,1.1035,-1.38
1988-07-17,1.1038,1.1038,1.1223,1.1035,-1.38
1988-07-18,1.1089,1.1089,1.1091,1.0971,0.46
1988-07-19,1.121,1.121,1.1218,1.1096,1.09
1988-07-20,1.119,1.119,1.1274,1.1147,-0.18
1988-07-21,1.1323,1.1323,1.1343,1.118,1.19
1988-07-22,1.1381,1.1381,1.1409,1.1296,0.51
1988-07-23,1.1381,1.1381,1.1409,1.1296,0.51
1988-07-24,1.1381,1.1381,1.1409,1.1296,0.51
1988-07-25,1.1259,1.1259,1.1427,1.1255,-1.07
1988-07-26,1.1203,1.1203,1.1296,1.1177,-0.5
1988-07-27,1.1268,1.1268,1.1296,1.1104,0.58
1988-07-28,1.1165,1.1165,1.1285,1.1154,-0.91
1988-07-29,1.1091,1.1091,1.119,1.1078,-0.66
1988-07-30,1.1091,1.1091,1.119,1.1078,-0.66
1988-07-31,1.1091,1.1091,1.119,1.1078,-0.66
1988-08-01,1.1154,1.1154,1.1165,1.1066,0.57
1988-08-02,1.1098,1.1098,1.1214,1.1098,-0.5
1988-08-03,1.1115,1.1115,1.1136,1.1072,0.15
1988-08-04,1.1085,1.1085,1.1139,1.1072,-0.27
1988-08-05,1.0995,1.0995,1.1089,1.0992,-0.81
1988-08-06,1.0995,1.0995,1.1089,1.0992,-0.81
1988-08-07,1.0995,1.0995,1.1089,1.0992,-0.81
1988-08-08,1.0984,1.0984,1.1014,1.0945,-0.1
1988-08-09,1.0864,1.0864,1.1016,1.0857,-1.09
1988-08-10,1.0932,1.0932,1.0932,1.0838,0.63
1988-08-11,1.1038,1.1038,1.1059,1.0898,0.97
1988-08-12,1.1079,1.1079,1.1091,1.1021,0.37
1988-08-13,1.1079,1.1079,1.1091,1.1021,0.37
1988-08-14,1.1079,1.1079,1.1091,1.1021,0.37
1988-08-15,1.107,1.107,1.1134,1.1038,-0.08
1988-08-16,1.1016,1.1016,1.1186,1.0995,-0.49
1988-08-17,1.0904,1.0904,1.1048,1.087,-1.02
1988-08-18,1.0967,1.0967,1.1023,1.0877,0.58
1988-08-19,1.0971,1.0971,1.1016,1.0964,0.04
1988-08-20,1.0971,1.0971,1.1016,1.0964,0.04
1988-08-21,1.0971,1.0971,1.1016,1.0964,0.04
1988-08-22,1.0915,1.0915,1.0941,1.0827,-0.51
1988-08-23,1.0872,1.0872,1.0954,1.087,-0.39
1988-08-24,1.1033,1.1033,1.1048,1.0861,1.48
1988-08-25,1.1126,1.1126,1.1165,1.0939,0.84
1988-08-26,1.1147,1.1147,1.1195,1.1111,0.19
1988-08-27,1.1147,1.1147,1.1195,1.1111,0.19
1988-08-28,1.1147,1.1147,1.1195,1.1111,0.19
1988-08-29,1.1078,1.1078,1.1128,1.1074,-0.62
1988-08-30,1.1108,1.1108,1.1136,1.1066,0.27
1988-08-31,1.1053,1.1053,1.1115,1.1027,-0.5
1988-09-01,1.1059,1.1059,1.1078,1.1023,0.05
1988-09-02,1.1173,1.1173,1.1197,1.1035,1.03
1988-09-03,1.1173,1.1173,1.1197,1.1035,1.03
1988-09-04,1.1173,1.1173,1.1197,1.1035,1.03
1988-09-05,1.1158,1.1158,1.1186,1.1149,-0.13
1988-09-06,1.1237,1.1237,1.1259,1.1152,0.71
1988-09-07,1.124,1.124,1.1253,1.1197,0.03
1988-09-08,1.1214,1.1214,1.1227,1.1165,-0.23
1988-09-09,1.1186,1.1186,1.1237,1.1186,-0.25
1988-09-10,1.1186,1.1186,1.1237,1.1186,-0.25
1988-09-11,1.1186,1.1186,1.1237,1.1186,-0.25
1988-09-12,1.1216,1.1216,1.1237,1.1165,0.27
1988-09-13,1.1177,1.1177,1.1233,1.1171,-0.35
1988-09-14,1.1048,1.1048,1.121,1.0997,-1.15
1988-09-15,1.1053,1.1053,1.1066,1.1038,0.05
1988-09-16,1.1069,1.1069,1.1085,1.1038,0.14
1988-09-17,1.1069,1.1069,1.1085,1.1038,0.14
1988-09-18,1.1069,1.1069,1.1085,1.1038,0.14
1988-09-19,1.1089,1.1089,1.1093,1.1056,0.18
1988-09-20,1.11,1.11,1.1116,1.1071,0.1
1988-09-21,1.1056,1.1056,1.1112,1.1048,-0.4
1988-09-22,1.1032,1.1032,1.1061,1.1001,-0.22
1988-09-23,1.104,1.104,1.105,1.1011,0.07
1988-09-24,1.104,1.104,1.105,1.1011,0.07
1988-09-25,1.104,1.104,1.105,1.1011,0.07
1988-09-26,1.1015,1.1015,1.1027,1.0955,-0.23
1988-09-27,1.1032,1.1032,1.105,1.0997,0.15
1988-09-28,1.1046,1.1046,1.1058,1.1026,0.13
1988-09-29,1.1019,1.1019,1.1052,1.1007,-0.24
1988-09-30,1.1093,1.1093,1.1098,1.1013,0.67
1988-10-01,1.1093,1.1093,1.1098,1.1013,0.67
1988-10-02,1.1093,1.1093,1.1098,1.1013,0.67
1988-10-03,1.1141,1.1141,1.1145,1.1089,0.43
1988-10-04,1.1118,1.1118,1.1164,1.111,-0.21
1988-10-05,1.1118,1.1118,1.1135,1.1104,0
1988-10-06,1.1108,1.1108,1.1141,1.1104,-0.09
1988-10-07,1.1126,1.1126,1.1159,1.1091,0.16
1988-10-08,1.1126,1.1126,1.1159,1.1091,0.16
1988-10-09,1.1126,1.1126,1.1159,1.1091,0.16
1988-10-10,1.1174,1.1174,1.1186,1.1147,0.43
1988-10-11,1.1182,1.1182,1.1219,1.1182,0.07
1988-10-12,1.1302,1.1302,1.1332,1.117,1.07
1988-10-13,1.1421,1.1421,1.1446,1.13,1.05
1988-10-14,1.1477,1.1477,1.1499,1.1363,0.49
1988-10-15,1.1477,1.1477,1.1499,1.1363,0.49
1988-10-16,1.1477,1.1477,1.1499,1.1363,0.49
1988-10-17,1.1456,1.1456,1.1493,1.1421,-0.18
1988-10-18,1.1442,1.1442,1.1489,1.1384,-0.12
1988-10-19,1.1431,1.1431,1.1481,1.1409,-0.1
1988-10-20,1.151,1.151,1.1518,1.144,0.69
1988-10-21,1.1631,1.1631,1.1631,1.1536,1.05
1988-10-22,1.1631,1.1631,1.1631,1.1536,1.05
1988-10-23,1.1631,1.1631,1.1631,1.1536,1.05
1988-10-24,1.1536,1.1536,1.1617,1.1534,-0.82
1988-10-25,1.1567,1.1567,1.158,1.1512,0.27
1988-10-26,1.1656,1.1656,1.167,1.1547,0.77
1988-10-27,1.165,1.165,1.1703,1.1623,-0.05
1988-10-28,1.1687,1.1687,1.1693,1.158,0.32
1988-10-29,1.1687,1.1687,1.1693,1.158,0.32
1988-10-30,1.1687,1.1687,1.1693,1.158,0.32
1988-10-31,1.1596,1.1596,1.1732,1.1571,-0.78
1988-11-01,1.1631,1.1631,1.1633,1.1557,0.3
1988-11-02,1.1681,1.1681,1.1718,1.1611,0.43
1988-11-03,1.1652,1.1652,1.1707,1.1639,-0.25
1988-11-04,1.1576,1.1576,1.1658,1.1536,-0.65
1988-11-05,1.1576,1.1576,1.1658,1.1536,-0.65
1988-11-06,1.1576,1.1576,1.1658,1.1536,-0.65
1988-11-07,1.1656,1.1656,1.1668,1.1543,0.69
1988-11-08,1.1588,1.1588,1.1687,1.1567,-0.58
1988-11-09,1.1753,1.1753,1.1794,1.1497,1.42
1988-11-10,1.181,1.181,1.1821,1.1736,0.48
1988-11-11,1.1911,1.1911,1.1928,1.1804,0.86
1988-11-12,1.1911,1.1911,1.1928,1.1804,0.86
1988-11-13,1.1911,1.1911,1.1928,1.1804,0.86
1988-11-14,1.1862,1.1862,1.1944,1.1827,-0.41
1988-11-15,1.1882,1.1882,1.1897,1.1839,0.17
1988-11-16,1.2066,1.2066,1.2068,1.1854,1.55
1988-11-17,1.2017,1.2017,1.2084,1.1911,-0.41
1988-11-18,1.1918,1.1918,1.2008,1.187,-0.82
1988-11-19,1.1918,1.1918,1.2008,1.187,-0.82
1988-11-20,1.1918,1.1918,1.2008,1.187,-0.82
1988-11-21,1.1986,1.1986,1.1998,1.1913,0.57
1988-11-22,1.2049,1.2049,1.206,1.1965,0.53
1988-11-23,1.2058,1.2058,1.208,1.2019,0.07
1988-11-24,1.207,1.207,1.2089,1.2041,0.1
1988-11-25,1.2068,1.2068,1.2117,1.2014,-0.02
1988-11-26,1.2068,1.2068,1.2117,1.2014,-0.02
1988-11-27,1.2068,1.2068,1.2117,1.2014,-0.02
1988-11-28,1.1944,1.1944,1.2025,1.1942,-1.03
1988-11-29,1.1975,1.1975,1.2027,1.1934,0.26
1988-11-30,1.2002,1.2002,1.2008,1.1936,0.23
1988-12-01,1.1998,1.1998,1.2023,1.1983,-0.03
1988-12-02,1.2064,1.2064,1.2082,1.1928,0.55
1988-12-03,1.2064,1.2064,1.2082,1.1928,0.55
1988-12-04,1.2064,1.2064,1.2082,1.1928,0.55
1988-12-05,1.2045,1.2045,1.2084,1.2041,-0.16
1988-12-06,1.1963,1.1963,1.2068,1.1961,-0.68
1988-12-07,1.1815,1.1815,1.1986,1.1798,-1.24
1988-12-08,1.1955,1.1955,1.1986,1.1819,1.18
1988-12-09,1.1957,1.1957,1.2,1.1936,0.02
1988-12-10,1.1957,1.1957,1.2,1.1936,0.02
1988-12-11,1.1957,1.1957,1.2,1.1936,0.02
1988-12-12,1.1928,1.1928,1.1955,1.1907,-0.24
1988-12-13,1.1858,1.1858,1.1926,1.1852,-0.59
1988-12-14,1.1922,1.1922,1.1922,1.1827,0.54
1988-12-15,1.1823,1.1823,1.1959,1.1794,-0.83
1988-12-16,1.1812,1.1812,1.1885,1.1742,-0.09
1988-12-17,1.1812,1.1812,1.1885,1.1742,-0.09
1988-12-18,1.1812,1.1812,1.1885,1.1742,-0.09
1988-12-19,1.1771,1.1771,1.1846,1.1765,-0.35
1988-12-20,1.1664,1.1664,1.1788,1.1652,-0.91
1988-12-21,1.1742,1.1742,1.1759,1.1693,0.67
1988-12-22,1.1707,1.1707,1.1749,1.1683,-0.3
1988-12-23,1.1714,1.1714,1.1718,1.1674,0.06
1988-12-24,1.1714,1.1714,1.1718,1.1674,0.06
1988-12-25,1.1714,1.1714,1.1718,1.1674,0.06
1988-12-26,1.1705,1.1705,1.172,1.1705,-0.08
1988-12-27,1.1685,1.1685,1.1734,1.1683,-0.17
1988-12-28,1.1602,1.1602,1.1691,1.1553,-0.71
1988-12-29,1.1627,1.1627,1.1635,1.1567,0.22
1988-12-30,1.1734,1.1734,1.1749,1.1613,0.92
1988-12-31,1.1734,1.1734,1.1749,1.1613,0.92
1989-01-01,1.1734,1.1734,1.1749,1.1613,0.92
1989-01-02,1.173,1.173,1.1753,1.1718,-0.03
1989-01-03,1.1763,1.1763,1.1825,1.1736,0.28
1989-01-04,1.1637,1.1637,1.1767,1.1619,-1.07
1989-01-05,1.1555,1.1555,1.167,1.1555,-0.7
1989-01-06,1.1452,1.1452,1.1596,1.1448,-0.89
1989-01-07,1.1452,1.1452,1.1596,1.1448,-0.89
1989-01-08,1.1452,1.1452,1.1596,1.1448,-0.89
1989-01-09,1.1429,1.1429,1.1506,1.1349,-0.2
1989-01-10,1.1355,1.1355,1.1468,1.132,-0.65
1989-01-11,1.1409,1.1409,1.1458,1.1318,0.48
1989-01-12,1.14,1.14,1.1464,1.1376,-0.08
1989-01-13,1.13,1.13,1.1411,1.1291,-0.88
1989-01-14,1.13,1.13,1.1411,1.1291,-0.88
1989-01-15,1.13,1.13,1.1411,1.1291,-0.88
1989-01-16,1.1219,1.1219,1.1322,1.1219,-0.72
1989-01-17,1.1269,1.1269,1.131,1.1246,0.45
1989-01-18,1.1143,1.1143,1.1266,1.1126,-1.12
1989-01-19,1.1246,1.1246,1.126,1.1116,0.92
1989-01-20,1.1356,1.1356,1.1356,1.1198,0.98
1989-01-21,1.1356,1.1356,1.1356,1.1198,0.98
1989-01-22,1.1356,1.1356,1.1356,1.1198,0.98
1989-01-23,1.1385,1.1385,1.1412,1.1279,0.26
1989-01-24,1.1316,1.1316,1.1442,1.1304,-0.61
1989-01-25,1.1335,1.1335,1.135,1.1268,0.17
1989-01-26,1.1287,1.1287,1.1352,1.1282,-0.42
1989-01-27,1.1193,1.1193,1.1302,1.1176,-0.83
1989-01-28,1.1193,1.1193,1.1302,1.1176,-0.83
1989-01-29,1.1193,1.1193,1.1302,1.1176,-0.83
1989-01-30,1.1219,1.1219,1.1233,1.1161,0.23
1989-01-31,1.1128,1.1128,1.1228,1.1112,-0.81
1989-02-01,1.1127,1.1127,1.1196,1.1116,-0.01
1989-02-02,1.1116,1.1116,1.1196,1.1096,-0.1
1989-02-03,1.1109,1.1109,1.1168,1.1064,-0.06
1989-02-04,1.1109,1.1109,1.1168,1.1064,-0.06
1989-02-05,1.1109,1.1109,1.1168,1.1064,-0.06
1989-02-06,1.1139,1.1139,1.1146,1.1039,0.27
1989-02-07,1.1135,1.1135,1.118,1.1048,-0.04
1989-02-08,1.1148,1.1148,1.1164,1.1119,0.12
1989-02-09,1.1275,1.1275,1.1289,1.1157,1.14
1989-02-10,1.1146,1.1146,1.1352,1.1128,-1.14
1989-02-11,1.1146,1.1146,1.1352,1.1128,-1.14
1989-02-12,1.1146,1.1146,1.1352,1.1128,-1.14
1989-02-13,1.1196,1.1196,1.1196,1.1133,0.45
1989-02-14,1.1315,1.1315,1.1319,1.1187,1.06
1989-02-15,1.1315,1.1315,1.1387,1.1264,0
1989-02-16,1.1333,1.1333,1.1342,1.1272,0.16
1989-02-17,1.1338,1.1338,1.1372,1.1298,0.04
1989-02-18,1.1338,1.1338,1.1372,1.1298,0.04
1989-02-19,1.1338,1.1338,1.1372,1.1298,0.04
1989-02-20,1.1297,1.1297,1.1372,1.1287,-0.36
1989-02-21,1.1298,1.1298,1.133,1.1228,0.01
1989-02-22,1.1338,1.1338,1.1344,1.1283,0.35
1989-02-23,1.139,1.139,1.1444,1.1331,0.46
1989-02-24,1.1418,1.1418,1.1418,1.135,0.25
1989-02-25,1.1418,1.1418,1.1418,1.135,0.25
1989-02-26,1.1418,1.1418,1.1418,1.135,0.25
1989-02-27,1.1378,1.1378,1.1463,1.1368,-0.35
1989-02-28,1.1386,1.1386,1.1408,1.1338,0.07
1989-03-01,1.1292,1.1292,1.1387,1.1263,-0.83
1989-03-02,1.1233,1.1233,1.1324,1.1223,-0.52
1989-03-03,1.1263,1.1263,1.1292,1.1235,0.27
1989-03-04,1.1263,1.1263,1.1292,1.1235,0.27
1989-03-05,1.1263,1.1263,1.1292,1.1235,0.27
1989-03-06,1.1216,1.1216,1.1296,1.1201,-0.42
1989-03-07,1.1212,1.1212,1.1233,1.1179,-0.04
1989-03-08,1.1152,1.1152,1.1231,1.1149,-0.54
1989-03-09,1.1207,1.1207,1.1212,1.1149,0.49
1989-03-10,1.117,1.117,1.1201,1.1146,-0.33
1989-03-11,1.117,1.117,1.1201,1.1146,-0.33
1989-03-12,1.117,1.117,1.1201,1.1146,-0.33
1989-03-13,1.1139,1.1139,1.1175,1.1128,-0.28
1989-03-14,1.1185,1.1185,1.1204,1.1139,0.41
1989-03-15,1.1124,1.1124,1.1196,1.1105,-0.55
1989-03-16,1.1141,1.1141,1.1161,1.1104,0.15
1989-03-17,1.1096,1.1096,1.1148,1.1083,-0.4
1989-03-18,1.1096,1.1096,1.1148,1.1083,-0.4
1989-03-19,1.1096,1.1096,1.1148,1.1083,-0.4
1989-03-20,1.1141,1.1141,1.1145,1.1072,0.41
1989-03-21,1.1116,1.1116,1.1159,1.11,-0.22
1989-03-22,1.1157,1.1157,1.1161,1.1104,0.37
1989-03-23,1.112,1.112,1.1171,1.1112,-0.33
1989-03-24,1.1109,1.1109,1.1123,1.11,-0.1
1989-03-25,1.1109,1.1109,1.1123,1.11,-0.1
1989-03-26,1.1109,1.1109,1.1123,1.11,-0.1
1989-03-27,1.1059,1.1059,1.1104,1.1039,-0.45
1989-03-28,1.0983,1.0983,1.1156,1.0972,-0.69
1989-03-29,1.0994,1.0994,1.102,1.0978,0.1
1989-03-30,1.1006,1.1006,1.1043,1.0937,0.11
1989-03-31,1.0976,1.0976,1.1034,1.0964,-0.27
1989-04-01,1.0976,1.0976,1.1034,1.0964,-0.27
1989-04-02,1.0976,1.0976,1.1034,1.0964,-0.27
1989-04-03,1.1106,1.1106,1.1106,1.0941,1.18
1989-04-04,1.1128,1.1128,1.116,1.1031,0.2
1989-04-05,1.1122,1.1122,1.1141,1.1093,-0.05
1989-04-06,1.1109,1.1109,1.1152,1.11,-0.12
1989-04-07,1.1082,1.1082,1.1159,1.1076,-0.24
1989-04-08,1.1082,1.1082,1.1159,1.1076,-0.24
1989-04-09,1.1082,1.1082,1.1159,1.1076,-0.24
1989-04-10,1.1053,1.1053,1.1092,1.1046,-0.26
1989-04-11,1.1028,1.1028,1.1087,1.1024,-0.23
1989-04-12,1.1053,1.1053,1.106,1.103,0.23
1989-04-13,1.1104,1.1104,1.1128,1.1042,0.46
1989-04-14,1.1157,1.1157,1.1164,1.1068,0.48
1989-04-15,1.1157,1.1157,1.1164,1.1068,0.48
1989-04-16,1.1157,1.1157,1.1164,1.1068,0.48
1989-04-17,1.1175,1.1175,1.1209,1.1172,0.16
1989-04-18,1.1219,1.1219,1.1235,1.1152,0.39
1989-04-19,1.1167,1.1167,1.1222,1.1161,-0.46
1989-04-20,1.1234,1.1234,1.1268,1.1168,0.6
1989-04-21,1.1231,1.1231,1.1263,1.1212,-0.03
1989-04-22,1.1231,1.1231,1.1263,1.1212,-0.03
1989-04-23,1.1231,1.1231,1.1263,1.1212,-0.03
1989-04-24,1.1168,1.1168,1.1246,1.1157,-0.56
1989-04-25,1.1133,1.1133,1.1192,1.1122,-0.31
1989-04-26,1.1065,1.1065,1.1159,1.1056,-0.61
1989-04-27,1.1076,1.1076,1.1123,1.1053,0.1
1989-04-28,1.1053,1.1053,1.1096,1.1039,-0.21
1989-04-29,1.1053,1.1053,1.1096,1.1039,-0.21
1989-04-30,1.1053,1.1053,1.1096,1.1039,-0.21
1989-05-01,1.1001,1.1001,1.1059,1.0993,-0.47
